title,year,doi,publication_type,authors,abstract,relevance_score,relevance_tag,relevance_reasoning,short_summary,key_contributions,project_relevance,source,link
Smart Palm: An IoT Framework for Red Palm Weevil Early Detection,2019,,Preprint,"Anis Koubaa, Abdulrahman Aldawood, Bassel Saeed, Abdullatif Hadid, Mohanned Ahmed, Abdulrahman Saad, Hesham Alkhouja, Mohamed Alkanhal","Smart agriculture is an evolving trend in agriculture industry, where sensors are embedded into plants to collect vital data and help in decision making to ensure higher quality of crops and prevent pests, disease, and other possible threats. In Saudi Arabia, growing palms is the most important agricultural activity, and there is an increasing need to leverage smart agriculture technology to improve the production of dates and prevent diseases. One of the most critical diseases of palms if the red palm weevil, which is an insect that causes a lot of damage to palm trees and can devast large areas of palm trees. The most challenging problem is that the effect of the weevil is not visible by humans until the palm reaches an advanced infestation state. For this reason, there is a need to use advanced technology for early detection and prevention of infestation propagation. In this project, we have developed am IoT based smart palm monitoring prototype as a proof-of-concept that (1) allows to monitor palms remotely using smart agriculture sensors, (2) contribute to the early detection of red palm weevil. Users can use web/mobile application to interact with their palm farms and help them in getting early detection of possible infestations. We used Elm company IoT platform to interface between the sensor layer and the user layer. In addition, we have collected data using accelerometer sensors and we applied signal processing and statistical techniques to analyze collected data and determine a fingerprint of the infestation.",23,Low Relevance,"- **Relevance Score:** 23/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Uses IoT sensors for remote palm monitoring and early pest detection, fitting smart agriculture and IoT deployment criteria, but lacks edge processing, TinyML, specific ESP32/RPi hardware, and detailed performance or energy evaluations.",,,,arxiv,https://arxiv.org/pdf/1910.00653v1
IoT-enabled fire detection for sustainable agriculture: A real-time system using flask and embedded technologies,2024,10.1016/j.rineng.2024.102705,Journal Article,"Abdennabi Morchid, Rachid Jebabra, Abdulla Ismail, Haris M. Khalid, Rachid El Alami, Hassan Qjidaa, Mohammed Ouazzani Jamil",,57,Partially Relevant,"- **Relevance Score:** 57/100 - **Relevance Tag:** Partially Relevant - **Reasoning:** Uses Raspberry Pi for real-time fire detection in farms, implements IoT sensors, but lacks TinyML, detailed energy or performance metrics, and no open-source or cloud comparison.",,,,google_scholar,https://www.sciencedirect.com/science/article/pii/S2590123024009605
Adaptive Resource Management in Cloud Edge Architectures for IoT-Driven Smart Agriculture Systems,2025,10.1109/icipca65645.2025.11138816,Journal Article,"Han Cao, Yanghong Qin","This study proposes an adaptive resource management framework for cloud-edge architectures tailored to IoT-driven smart agriculture. The framework incorporates AI-driven predictive models, federated learning, and dynamic resource allocation to optimize tasks such as crop health monitoring, irrigation scheduling, and pest detection. By utilizing edge computing, the system reduces latency and energy consumption while federated learning enhances privacy and minimizes bandwidth usage. Comprehensive evaluations demonstrate the framework's scalability, achieving high predictive accuracy (91.5% for crop health, 88.7% for irrigation, and 86.9% for pest detection) and reducing bandwidth usage by up to 70%. Further experiments highlight its robustness under varying network conditions and scalability with an increasing number of edge devices. The findings underscore the potential of combining cloud and edge computing with federated learning to advance smart agriculture in resource-constrained environments.",41,Partially Relevant,"- **Relevance Score:** 41/100 - **Relevance Tag:** Partially Relevant - **Reasoning:** Paper excels in smart-agriculture use cases and edge-centric design, but lacks TinyML, ESP32/Raspberry Pi details, and concrete energy or performance measurements; no open-source or field trial data provided.",,,,scispace,
"Edge, Fog, and Cloud Computing: An Overview on Challenges and Applications",2022,,Preprint,"Thong Vo, Pranjal Dave, Gaurav Bajpai, Rasha Kashef","With the rapid growth of the Internet of Things (IoT) and a wide range of mobile devices, the conventional cloud computing paradigm faces significant challenges (high latency, bandwidth cost, etc.). Motivated by those constraints and concerns for the future of the IoT, modern architectures are gearing toward distributing the cloud computational resources to remote locations where most end-devices are located. Edge and fog computing are considered as the key enablers for applications where centralized cloud-based solutions are not suitable. In this paper, we review the high-level definition of edge, fog, cloud computing, and their configurations in various IoT scenarios. We further discuss their interactions and collaborations in many applications such as cloud offloading, smart cities, health care, and smart agriculture. Though there are still challenges in the development of such distributed systems, early research to tackle those limitations have also surfaced.",29,Low Relevance,"- **Relevance Score:** 29/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Provides a broad edge/fog/cloud overview, mentions smart agriculture, but lacks concrete TinyML, ESP32/Raspberry Pi implementations, benchmarks, or field deployments.",,,,arxiv,https://arxiv.org/pdf/2211.01863v1
An extensive survey of smart agriculture technologies: Current security posture,2023,10.30574/wjarr.2023.18.3.1241,Journal Article,Martin K Otieno,"Smart agriculture, enabled by advanced technologies such as internet of things, artificial intelligence and data analytics, offers immense potential for optimizing farming practices and increasing agricultural productivity. However, as the adoption of smart agriculture systems continues to grow, it brings forth various security issues that need to be addressed to protect farming operations, data integrity, and privacy. This paper provides an overview of the security issues in smart agriculture, including vulnerabilities in internet of things devices, lack of standardized security protocols, limited security awareness among farmers, and challenges in securing data and communication networks. In addition, it highlights the need for robust security measures to mitigate risks such as unauthorized access, data breaches, and disruption of operations. Moreover, emphasis should be laid on the importance of collaborative efforts between technology providers, agricultural stakeholders, researchers, and policymakers to develop effective security solutions and standards that ensure the trustworthiness and resilience of smart agriculture systems.",26,Low Relevance,"- **Relevance Score:** 26/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Survey covers broad smart-agriculture technologies and mentions edge and IoT concepts, but lacks TinyML, ESP32/Raspberry Pi implementations, performance metrics, energy data, open-source artifacts, or real-field case studies.",,,,scispace_full_text,/pdf/an-extensive-survey-of-smart-agriculture-technologies-2jg0ie9a.pdf
A Sustainable Forage-Grass-Power Fuel Cell Solution for Edge-Computing Wireless Sensing Processing in Agriculture 4.0 Applications,2023,10.3390/en16072943,Journal Article,"Johan J. Estrada-Lopez, Javier Vazquez-Castillo, A. Castillo-Atoche, Edith Osorio-de-la-Rosa, Julio Heredia-Lozano, Alejandro Castillo-Atoche","Intelligent sensing systems based on the edge-computing paradigm are essential for the implementation of Internet of Things (IoT) and Agriculture 4.0 applications. The development of edge-computing wireless sensing systems is required to improve the sensor's accuracy in soil and data interpretation. Therefore, measuring and processing data at the edge, rather than sending it back to a data center or the cloud, is still an important issue in wireless sensor networks (WSNs). The challenge under this paradigm is to achieve a sustainable operation of the wireless sensing system powered with alternative renewable energy sources, such as plant microbial fuel cells (PMFCs). Consequently, the motivation of this study is to develop a sustainable forage-grass-power fuel cell solution to power an IoT Long-Range (LoRa) network for soil monitoring. The stenotaphrum secundatum grass plant is used as a microbial fuel cell proof of concept, implemented in a 0.015 m3-chamber with carbon plates as electrodes. The BQ25570 integrated circuit is employed to harvest the energy in a 4 F supercapacitor, which achieves a maximum generation capacity of 1.8 mW. The low-cost pH SEN0169 and the SHT10 temperature and humidity sensors are deployed to analyze the soil parameters. Following the edge-computing paradigm, the inverse problem methodology fused with a system identification solution is conducted, correcting the sensor errors due to non-linear hysteresis responses. An energy power management strategy is also programmed in the MSP430FR5994 microcontroller unit, achieving average power consumption of 1.51 mW, ∼19% less than the energy generated by the forage-grass-power fuel cell. Experimental results also demonstrate the energy sustainability capacity achieving a total of 18 consecutive transmissions with the LoRa network without the system's shutting down.",37,Low Relevance,"- **Relevance Score:** 37/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Uses plant microbial fuel cells to power edge-computing sensors for Agriculture 4.0, describing IoT network and edge processing. No TinyML models or ESP32/Raspberry Pi hardware; lacks detailed energy metrics, benchmarks, open-source artifacts, and cloud-vs-edge comparison, with only conceptual field relevance.",,,,scispace_full_text,/pdf/a-sustainable-forage-grass-power-fuel-cell-solution-for-edge-6a76g2j0.pdf
Flying Fog Mobile Edge Computing Based on UAV-Assisted for IoT Nodes in Smart Agriculture,2023,10.31854/1813-324x-2022-8-4-82-88,Journal Article,Abbas Alzaghir,"Flying Fog Mobile Edge Computing can play a pivotal part in the field of smart agriculture. Moreover, is an ideal choice for the significant features it enjoys such as its capability of functioning in remote locations, its wide coverage of areas, sufficient bandwidth, as well as its ability of dealing with connectivity issues. Hence, it is essential for smart agriculture provided with IoT devices to utilize offloading data in a real time and execution the satisfactory steps for a certain circumstance by using flying fog mobile edge computing. Flying Fog Mobile Edge Computing is a good choice to treat connectivity issues. In this paper, proposed a cooperation paradigm of UAVs and IoT devices towards smart agriculture for offloading and executing the computation tasks on-behalf IoT nodes by using dynamic programming algorithm and get satisfactory solution for constrained optimization problem and achieving minimize delay to accomplish tasks.",30,Low Relevance,"- **Relevance Score:** 30/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Uses UAV-assisted fog edge computing for smart agriculture, addressing remote IoT offloading and latency reduction, but lacks TinyML, ESP32/Raspberry Pi, and detailed performance or energy evaluations.",,,,scispace,
Chapter Nine - Reshaping agriculture using intelligent edge computing,,10.1016/bs.adcom.2023.08.007,Journal Article,"Preetha Evangeline David, Pethuru Raj Chelliah, P. Anandhakumar","Edge computing in the era of digital transformation is slowly gaining momentum across many industries. It is expected to reach around 75% by 2025. Edge computing is adopted by many industries including the agricultural industry. This technology is helping to build the future of agriculture with smart farming. Though cloud infrastructure has already played an important role in developing the agricultural sector, edge computing wins the race in terms of speed and efficiency. The opportunity lies within precision agriculture when edge computing is applied to smart farming technologies. While using edge computing technology farmers depend on data to obtain improved control over the industry and optimize the efficiency of their operations which results in reduced operational expenses. Agriculture is one of the world's critical industries and has traditionally been slower to advance and adopt modern technologies than other industries. But now changes are taking place as digitization is becoming more attainable. The agricultural sector is realizing the benefits of advanced technologies like AI, process automation, edge computing, IoT, etc. Edge computing is one of the evolving technologies that have the potential to bring transformation in the agricultural sector. Digitization can help in overcoming some of the biggest challenges in agriculture by using sensors, real-time data-driven insights, and actuators. There are numerous use case examples for smart farming and agriculture starting from keeping track of climate changes and regulating the crop or cattle conditions to greenhouse automation and even farm management solutions.",32,Low Relevance,"- **Relevance Score:** 32/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Uses edge computing to discuss smart farming benefits; outlines IoT sensor concepts but lacks concrete TinyML models, ESP32/Raspberry Pi details, benchmarks, energy data, open-source code, or field trials.",,,,scispace,
Study of applications of Internet of Things and Machine Learning for Smart Agriculture,2022,10.1109/ccet56606.2022.10080342,Proceedings Article,,"The concept of ""smart agriculture"" relies on the integration of sensors within an Internet of Things (IoT) network. Machine learning (ML) algorithms are integrated at various levels of the IoT system design to augment its functionality and enhance its capability. This article is a bibliometric review of 42 articles published between 2018 and 2022 using the Web of Science database. The results of the review showed an exponential growth in the use of ML algorithms in IoT systems for different agriculture applications. Additionally, two key research questions are addressed in this article, one being the development of IoT -ML-enabled smart agriculture over the past five years, and the second being the main research gaps for applications of machine learning and IoT in smart agriculture. The article concludes with a discussion of the results and future directions for research in the field.",24,Low Relevance,"- **Relevance Score:** 24/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Provides a comprehensive review of IoT and ML applications in smart agriculture, but lacks edge-focused designs, TinyML models, ESP32/Raspberry Pi implementations, and quantitative evaluations.",,,,scispace_full_text,/pdf/study-of-applications-of-internet-of-things-and-machine-153oaqow.pdf
MultiCore+TPU Accelerated Multi-Modal TinyML for Livestock Behaviour Recognition,2025,10.48550/arxiv.2504.11467,Journal Article,"Qianxue Zhang, Eiman Kanjo","The advancement of technology has revolutionized the agricultural industry, transitioning it from labor-intensive farming practices to automated, AI-powered management systems. In recent years, more intelligent livestock monitoring solutions have been proposed to enhance farming efficiency and productivity. This work presents a novel approach to animal activity recognition and movement tracking, leveraging tiny machine-learning (TinyML) techniques, wireless communication framework, and microcontroller platforms to develop an efficient, cost-effective livestock sensing system. It collects and fuses accelerometer data and vision inputs to build a multimodal network for three tasks: image classification, object detection, and behavior recognition. The system is deployed and evaluated on commercial microcontrollers for real-time inference using embedded applications, demonstrating up to $270\times $ model size reduction, less than 80 ms response latency, and on-par performance comparable to existing methods. The incorporation of the wireless communication technique allows for seamless data transmission between devices, benefiting use cases in remote locations with poor Internet connectivity. This work delivers a robust, scalable Internet of Things (IoT)-edge livestock monitoring solution adaptable to diverse farming needs, offering flexibility for future extensions.",47,Partially Relevant,"- **Relevance Score:** 47/100 - **Relevance Tag:** Partially Relevant - **Reasoning:** Focuses on livestock behavior TinyML, showing agricultural relevance and on-device model use, but lacks ESP32/RPi, detailed edge IoT design, energy metrics, benchmarks, open code, or real-world field tests.",,,,scispace_full_text,pdf/multicore-tpu-accelerated-multi-modal-tinyml-for-livestock-nmqr648qstg9.pdf
Smart agriculture through AI and IoT integration: Automation of AI-controlled greenhouses and digital crop advisory systems,2025,10.31830/2454-1761.2025.cr-1034,Journal Article,"Madhusudan Narayan, Parimal Kumar, Supriyo Basak, Rajeev Kanth, Madhusudan Narayan, Parimal Kumar, Supriyo Basak, Rajeev Kanth","This research hypothesizes that the integration of AI and IoT technologies including WSNs, GPS/GIS, deep learning, and machine vision within smart agriculture systems such as greenhouses and digital crop advisories can significantly improve input efficiency, reduce environmental footprints, and increase smallholder inclusivity. It further posits that enabling technologies like 5G/6G, edge computing, multispectral imaging, and blockchain-enabled recycling will enhance real-time decision-making, support autonomous operations in remote terrains, and mitigate lifecycle impacts of agricultural digitization. Collectively, these advancements are expected to contribute to Sustainable Development Goals (SDGs) 2 (Zero Hunger) and 13 (Climate Action). A systematic literature review (PRISMA protocol; conducted Jan- May 2025) analyzed 85 peer-reviewed studies (2020-2025) from Scopus, Web of Science, and IEEE Xplore, employing thematic assessment of technical efficacy, socio-economic adoption, environmental trade-offs, and policy frameworks. AI-controlled greenhouses achieved 40% water savings in arid regions via precision irrigation; digital advisories with VRT reduced orchard pesticide use by 55%; voice-based NLP alerts boosted smallholder engagement by 89%; solar-edge computing lowered emissions by 35%; and blockchain-driven recycling achieved 85% sensor reuse. Critical barriers included LiDAR signal limitations under dense canopies, interoperability gaps between legacy/modern systems, and high costs excluding 60% of smallholders.",44,Partially Relevant,"- **Relevance Score:** 44/100 - **Relevance Tag:** Partially Relevant - **Reasoning:** Uses AI-IoT integration to improve irrigation, pesticide use, and smallholder engagement; employs edge and solar-edge computing for real-time decisions; lacks TinyML, ESP32/Raspberry Pi, detailed energy or performance metrics, and open-source artifacts, though includes greenhouse field results.",,,,scispace,
"Cloud-edge-device collaborative computing in smart agriculture: architectures, applications, and future perspectives",2025,10.3389/fpls.2025.1668545,Journal Article,"Pengpeng Yu, Fei Teng, Wenhui Zhu, Chaoping Shen, Zhenping Chen, Jinxiu Song, Pengpeng Yu, Fei Teng, Wenhui Zhu, Chaoping Shen, Zhenping Chen, Jinxiu Song","Smart agriculture is rapidly evolving in response to growing global demands for food security and sustainable resource management. Cloud-edge-device collaborative computing has emerged as a transformative paradigm, addressing the limitations of traditional centralized architectures by enabling distributed intelligence, real-time processing, and adaptive decision-making. This review provides a comprehensive overview of the architectures, technical characteristics, and application scenarios of cloud-edge-device collaboration in agriculture. Key domains covered include environmental monitoring, intelligent irrigation, UAV-machinery coordination, livestock health management, and pest and disease control. Major challenges such as device heterogeneity, data consistency, resource constraints, and privacy concerns are identified and discussed. Furthermore, six critical research directions are outlined, including intelligent scheduling algorithms, lightweight edge AI, hierarchical data fusion, federated learning, interoperability frameworks, and digital twin technologies. This review aims to serve as a practical reference and theoretical foundation for advancing the design and implementation of next-generation smart agriculture systems.",56,Partially Relevant,"- **Relevance Score:** 56/100 - **Relevance Tag:** Partially Relevant - **Reasoning:** Comprehensive review of smart-agri cloud-edge-device architectures, covering edge computing and IoT, but lacks concrete TinyML implementation, ESP32/RPi hardware, benchmarks, or field experiments.",,,,scispace,pdf/cloud-edge-device-collaborative-computing-in-smart-pb4m53g4f8v2.pdf
The digitization of agricultural industry - a systematic literature review on agriculture 4.0,2022,10.1016/j.atech.2022.100042,Journal Article,"Rabiya Abbasi, Pablo Martinez, Rafiq Ahmad","* SLR is conducted using PRISMA approach and148 articles are selected and critically analyzed. * The results show the extent of digital technologies adoption in agriculture. * The potential benefits of digital technologies and roadblocks hindering their implementation in agriculture sector are identified and discussed. * The study will positively impact the research around agriculture 4.0. Agriculture is considered one of the most important sectors that play a strategic role in ensuring food security. However, with the increasing world's population, agri-food demands are growing - posing the need to switch from traditional agricultural methods to smart agriculture practices, also known as agriculture 4.0. To fully benefit from the potential of agriculture 4.0, it is significant to understand and address the problems and challenges associated with it. This study, therefore, aims to contribute to the development of agriculture 4.0 by investigating the emerging trends of digital technologies in the agricultural industry. For this purpose, a systematic literature review based on Protocol of Preferred Reporting Items for Systematic Reviews and Meta-Analyses is conducted to analyse the scientific literature related to crop farming published in the last decade. After applying the protocol, 148 papers were selected and the extent of digital technologies adoption in agriculture was examined in the context of service type, technology readiness level, and farm type. The results have shown that digital technologies such as autonomous robotic systems, internet of things, and machine learning are significantly explored and open-air farms are frequently considered in research studies (69%), contrary to indoor farms (31%). Moreover, it is observed that most use cases are still in the prototypical phase. Finally, potential roadblocks to the digitization of the agriculture sector were identified and classified at technical and socio-economic levels. This comprehensive review results in providing useful information on the current status of digital technologies in agriculture along with prospective future opportunities.",23,Low Relevance,"- **Relevance Score:** 23/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Provides a thorough review of IoT technologies for smart agriculture, but offers no original edge computing, TinyML, hardware implementation, performance, or energy assessments.",,,,scispace_full_text,/pdf/the-digitization-of-agricultural-industry-a-systematic-a0tnkhml.pdf
TinyML-Enabled IoT for Sustainable Precision Irrigation,2026,10.48550/arxiv.2601.13054,Journal Article,"Kamogelo Taueatsoala, Caitlyn Daniels, Angelina J. Ramsunar, Petrus Bronkhorst, Absalom E. Ezugwu","Small-scale farming communities are disproportionately affected by water scarcity, erratic climate patterns, and a lack of access to advanced, affordable agricultural technologies. To address these challenges, this paper presents a novel, edge-first IoT framework that integrates Tiny Machine Learning (TinyML) for intelligent, offline-capable precision irrigation. The proposed four-layer architecture leverages low-cost hardware, an ESP32 microcontroller as an edge inference node, and a Raspberry Pi as a local edge server to enable autonomous decision-making without cloud dependency. The system utilizes capacitive soil moisture, temperature, humidity, pH, and ambient light sensors for environmental monitoring. A rigorous comparative analysis of ensemble models identified gradient boosting as superior, achieving an R^2 score of 0.9973 and a Mean Absolute Percentage Error (MAPE) of 0.99%, outperforming a random forest model (R^2 = 0.9916, MAPE = 1.81%). This optimized model was converted and deployed as a lightweight TinyML inference engine on the ESP32 and predicts irrigation needs with exceptional accuracy (MAPE &lt; 1%). Local communication is facilitated by an MQTT-based LAN protocol, ensuring reliable operation in areas with limited or no internet connectivity. Experimental validation in a controlled environment demonstrated a significant reduction in water usage compared to traditional methods, while the system's low-power design and offline functionality confirm its viability for sustainable, scalable deployment in resource-constrained rural settings. This work provides a practical, cost-effective blueprint for bridging the technological divide in agriculture and enhancing water-use efficiency through on-device artificial intelligence.",100,Highly Relevant,"- **Relevance Score:** 100/100 - **Relevance Tag:** Highly Relevant - **Reasoning:** Uses TinyML on ESP32 and Raspberry Pi for precision irrigation, delivering offline edge inference, comprehensive sensor IoT stack, and high-accuracy models; lacks detailed power metrics, latency numbers, open code, and real-field testing.",,,,scispace,
Special Issue on Internet of Things and Machine Learning in Smart Agriculture,2025,10.5281/zenodo.14947635,Repository,"Pagano Antonino, Tinnirello Ilenia, Giordano Stefano, Morabito, Giacomo","This special issue (SI) invites research papers that propose innovative IoT solutions for data collection and processing directly in the field, at the edge of the network, supporting applications that rationalize the natural resources employed, reduce pollution, and optimize agricultural production, also powered by artificial intelligence particularly highlighting the integration of processing storage communications and sensing that is characterizing the development of the future infrastructures. Moreover, the SI focus extends to ML techniques for processing data at the edge or in a serverless manner and develop decision support systems that minimize traffic generated towards the Internet as well as the costs and energy consumption of the devices used for monitoring and controlling farms. The deployment of IoT and ML technologies in agriculture presents challenges. These include issues related to devices and sensors for Smart Agriculture, wireless communication network design, Edge-ML, heterogeneous data and sensors, data security, and the energy efficiency of the IoT device.",34,Low Relevance,"- **Relevance Score:** 34/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Calls for papers on IoT and edge-ML in agriculture; outlines challenges and research directions but lacks concrete TinyML, hardware, or experimental results.",,,,scispace,
Smart Agriculture Architecture and Current State in India,2021,10.57029/ijtmkpv1i13,Journal Article,Parul Verma,"The essential organ of the human body is the brain, consisting of millions and millions of cells. But when these cells form abnormal groups due to their uncontrolled division, it is called a tumor. Brain tumors are further classified into two categories, benign (low-grade tumor) and malignant (high-grade tumor). Brain tumors are the most common life-threatening disease, which leads to immediate death in its highest grade or a very short lifespan. Thus, proper accurate detection and planning are crucial in improving the quality of life of people. In this work, MRI scanned images are used to determine whether the brain has a tumor or not. However, manually differentiating these images may lead to some errors and inaccurate results. Hence these trusted digital automatic classification schemes are nowadays an essential part of diagnosis and detection. Here, CNN architecture is implemented to build a simple model that is efficient in detecting of tumor and non-tumor images. The images are initially preprocessed and normalized, and then a Convolution model with dense layers is built to train and test the dataset. The training dataset accuracy and validation accuracy achieved are 89% and 77%, respectively, and the overall accuracy achieved by the model is 88% in a simple architecture. This advancement in deep learning algorithms has made tumor detection much more efficient, accurate and is a boon to the healthcare industry.",22,Low Relevance,"- **Relevance Score:** 22/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Covers smart agriculture use-cases like precision farming, pest detection, and climate monitoring; lacks edge processing, TinyML, or ESP32/Raspberry Pi implementation details.",,,,scispace_full_text,pdf/smart-agriculture-architecture-and-current-state-in-india-qs9oteskty.pdf
Intelligent fish farm-the future of aquaculture.,2021,10.1007/s10499-021-00773-8,Journal Article,"Cong Wang, Zhen Li, Tan Wang, Xianbao Xu, Xiaoshuan Zhang, Daoliang Li","With the continuous expansion of aquaculture scale and density, contemporary aquaculture methods have been forced to overproduce resulting in the accelerated imbalance rate of water environment, the frequent occurrence of fish diseases, and the decline of aquatic product quality. Moreover, due to the fact that the average age profile of agricultural workers in many parts of the world are on the higher side, fishery production will face the dilemma of shortage of labor, and aquaculture methods are in urgent need of change. Modern information technology has gradually penetrated into various fields of agriculture, and the concept of intelligent fish farm has also begun to take shape. The intelligent fish farm tries to deal with the precise work of increasing oxygen, optimizing feeding, reducing disease incidences, and accurately harvesting through the idea of ""replacing human with machine,"" so as to liberate the manpower completely and realize the green and sustainable aquaculture. This paper reviews the application of fishery intelligent equipment, IoT, edge computing, 5G, and artificial intelligence algorithms in modern aquaculture, and analyzes the existing problems and future development prospects. Meanwhile, based on different business requirements, the design frameworks for key functional modules in the construction of intelligent fish farm are proposed.",44,Partially Relevant,"- **Relevance Score:** 44/100 - **Relevance Tag:** Partially Relevant - **Reasoning:** Uses edge computing and IoT sensors for fish farm monitoring, fitting smart agriculture. No TinyML models or ESP32/Raspberry Pi implementation; lacks energy, performance, and open-source details. Mentions real-world fish farm context and contrasts edge vs. cloud, but without quantitative field trials.",,,,scispace_full_text,/pdf/intelligent-fish-farm-the-future-of-aquaculture-2fg55s1zqe.pdf
Smart Agriculture Optimization: Integrating Edge Computing and AI for Enhanced Crop Management,2024,10.1109/icasi60819.2024.10547894,Journal Article,"Oumaima Ben Soultane, Yassine Salih-Alj, Bouali Et-taibi","This paper introduces an innovative smart agriculture system aimed at enhancing farming efficiency, resulting in increased crop yields, reduced resource consumption, and minimized environmental impact. The proposed system integrates Recurrent Neural Networks (RNN) and edge computing within precision agriculture, leveraging the synergy of IoT drones and sensor fusion. By combining data from various sensors mounted on drones, including multispectral cameras and LiDAR, with ground based IoT devices such as pH sensors, soil moisture sensors, and temperature and humidity sensors, a comprehensive understanding of crop health, soil conditions, and environmental factors is achieved.",34,Low Relevance,"- **Relevance Score:** 34/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Uses RNN and edge computing with drone and ground sensors for crop health monitoring, but lacks TinyML, ESP32/Raspberry Pi implementation, energy or performance metrics, open-source code, real-field tests, or cloud-vs-edge comparison.",,,,scispace,
IoT-Based Agriculture and Smart Farming: Machine Learning Applications: A Commentary,2024,10.23880/oajda-16000110,Journal Article,Md. Al Mamun,"In-depth analysis of the most recent developments in IoT-based agriculture and smart farming is provided in this article with a specific focus on the integration of machine learning applications. With the advent of Internet of Things (IoT) technology, conventional agricultural methods have been transformed by the ability to gather real-time data from numerous sensors and devices. The commentary highlights the pivotal role of machine learning in harnessing the vast amounts of data generated by IoT devices. By employing sophisticated machine learning algorithms, farmers can analyse historical and real-time data to uncover valuable insights, forecast trends, and proactively manage their farms. Applications of machine learning in agriculture, such as precision agriculture, automated monitoring, and predictive maintenance, have contributed to increased efficiency, optimized resource utilization, and higher crop yields. While delving into the challenges and opportunities, the commentary emphasizes the significance of data privacy and security in IoT-based agriculture. Furthermore, it discusses the integration of machine learning at the edge, which facilitates rapid and decentralized decision-making, minimizing latency and dependence on cloud-based solutions. The potential societal and environmental impacts of adopting IoT-based smart farming techniques are also discussed, as these applications promote sustainable practices, resource conservation, and food security",35,Low Relevance,"- **Relevance Score:** 35/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Discusses IoT-driven smart farming and edge ML concepts, but lacks TinyML models, hardware implementation, benchmarks, energy data, open-source code, or real-world field tests.",,,,scispace,
Software Engineering Approaches for TinyML based IoT Embedded Vision: A Systematic Literature Review,2022,10.1145/3528227.3528569,Proceedings Article,"Shashank Bangalore Lakshman, Nasir U. Eisty","Internet of Things (IoT) has catapulted human ability to control our environments through ubiquitous sensing, communication, computation, and actuation. Over the past few years, IoT has joined forces with Machine Learning (ML) to embed deep intelligence at the far edge. TinyML (Tiny Machine Learning) has enabled the deployment of ML models for embedded vision on extremely lean edge hardware, bringing the power of IoT and ML together. However, TinyML powered embedded vision applications are still in a nascent stage, and they are just starting to scale to widespread real-world IoT deployment. To harness the true potential of IoT and ML, it is necessary to provide product developers with robust, easy-to-use software engineering (SE) frameworks and best practices that are customized for the unique challenges faced in TinyML engineering. Through this systematic literature review, we aggregated the key challenges reported by TinyML developers and identified state-of-art SE approaches in large-scale Computer Vision, Machine Learning, and Embedded Systems that can help address key challenges in TinyML based IoT embedded vision. In summary, our study draws synergies between SE expertise that embedded systems developers and ML developers have independently developed to help address the unique challenges in the engineering of TinyML based IoT embedded vision.",20,Low Relevance,"- **Relevance Score:** 20/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Reviews TinyML and edge vision broadly; lacks agriculture focus, ESP32/RPi specifics, and empirical evaluations, limiting relevance to the listed criteria.",,,,scispace_full_text,pdf/software-engineering-approaches-for-tinyml-based-iot-o9v4am5t.pdf
A Review on Smart IoT Based Farming,2020,10.33166/aetic.2020.03.003,Journal Article,"Hira Farooq, Hafeez Ur Rehman, Anam Javed, Mehnaz Shoukat, Sandra Dudely","With the increase of world population, the availability of food to all inhabitants on globe is one of the significant challenges. These challenges need to be addressed by adopting innovative options to improve the soil capacity and the safety of environmental resources. The availability of real-time vital parameters related to farming such as moisture, temperature, weather, crops diseases and water management as well as predictive actions against the changes in parameters can provide great help to deal with these challenges. Internet of Things (IoT) is an evolving technology, has great potential to play and prevail its miraculous role in almost every field. IoT is a network of things that are capable of self-configuring network. The development of intelligent IoT based Smart farming is day by day getting its space in developed countries. It facilitates towards precision agriculture and turning the face of agriculture production. Subsequently, it is reducing spoilage of resources such as water, fertilizers, operating cost. The availability and development of cost effective smart miniaturized sensors, processors and communication technologies has made IoT based smart farming feasible. This paper aims to review most recent papers from year 2015 to 2020 in IoT based farming domain. The recent work is highlighted in terms of their scope, methodology and summarised in a table followed by discussion and analysis. The intention is to provide a platform for the future researchers to get a start towards a system with a single standard expert and complete autonomous assistive system.",26,Low Relevance,"- **Relevance Score:** 26/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Reviews IoT-based smart farming, covering sensors and cloud integration; lacks edge-centric processing, TinyML, ESP32/Raspberry Pi specifics, and performance or energy evaluations.",,,,scispace_full_text,/pdf/a-review-on-smart-iot-based-farming-3th9uocub3.pdf
